"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"PSV-99";"TOP 5 PSV-99";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Iratxe Milagros Perez Gonzalez";"Iratxe Perez";"1025908";"2004-05-24";"UDG Tenerife, Women";"1996";"76.08";"6";"0";"26.52";"26.88";"0.92";"null";"null";"null";"2.28";"null";"9119.55";"101.33";"1224.8";"508.69";"44.36";"58.95";"4.14";"567.64";"48.5";"106.27";"5.72";"85.37";"15.18";"4.34";"0.79";"27.8"
"Bernadette Amani";"B. Amani";"1025909";"1997-09-05";"UDG Tenerife, Women";"1996";"99.9";"11";"0";"25.32";"26.4";"0.77";"0.85";"null";"null";"2.22";"2.84";"9727.31";"108.08";"1479.23";"394.01";"33.58";"39.8";"2.78";"433.81";"36.36";"113.02";"3.52";"92.95";"10.73";"1.56";"0.0";"27.11"
"Claudia Iglesias Bicho";"C. Bicho";"1025910";"2003-08-30";"UDG Tenerife, Women";"1996";"63.98";"1";"0";"21.8";"21.8";"null";"null";"null";"null";"null";"null";"10601.67";"117.8";"1363.01";"178.64";"22.51";"0.0";"0.0";"178.64";"22.51";"108.31";"2.81";"113.94";"5.63";"0.0";"0.0";"12.66"
"Aithiara  Carballo Cabrera";"Aithiara Carballo";"1025912";"1999-05-10";"UDG Tenerife, Women";"1996";"103.28";"7";"0";"26.77";"26.98";"0.92";"null";"null";"null";"2.27";"2.94";"8996.85";"99.96";"1068.2";"331.38";"28.26";"75.44";"2.99";"406.81";"31.25";"94.48";"3.24";"78.92";"9.71";"1.37";"0.0";"15.69"
"Ana Velázquez Jurico";"Ana Velázquez";"1025994";"1999-02-05";"Alhama CF";"5154";"97.61";"19";"0";"23.04";"24.22";"null";"null";"null";"null";"2.06";"2.9";"9141.64";"101.57";"1134.63";"174.71";"15.14";"6.31";"0.39";"181.02";"15.53";"95.75";"1.75";"80.95";"4.95";"0.19";"0.0";"22.91"
"Nuria Martinez Segarra";"Nuria Martinez";"1025995";"2003-01-03";"Alhama CF";"5154";"101.62";"9";"0";"25.01";"25.7";"null";"null";"null";"null";"2.52";"2.99";"8708.92";"96.77";"949.99";"244.04";"18.89";"27.26";"1.57";"271.3";"20.47";"82.27";"1.77";"68.39";"3.64";"0.0";"0.0";"12.4"
"Judith Caravaca Muñoz";"Judith Caravaca";"1025996";"1997-05-05";"Alhama CF";"5154";"97.22";"10";"0";"25.53";"27.1";"null";"null";"null";"null";"2.38";"3.22";"8210.49";"91.23";"826.05";"257.27";"18.98";"40.83";"1.48";"298.09";"20.46";"81.93";"2.31";"70.45";"3.8";"0.37";"0.0";"9.63"
"Aitana Zumárraga Garde";"Aitana Zumárraga";"1025997";"2001-06-12";"Alhama CF";"5154";"90.39";"16";"0";"27.34";"28.62";"0.84";"0.94";"1.94";"null";"2.03";"2.78";"9185.38";"102.06";"1128.69";"455.13";"41.69";"133.91";"6.97";"589.05";"48.66";"100.87";"4.29";"88.05";"11.45";"1.74";"0.62";"25.2"
"Astrid Álvarez Navarro";"Astrid Álvarez";"1025998";"1992-12-24";"Alhama CF";"5154";"90.57";"17";"0";"26.12";"27.8";"0.86";"1.08";"null";"null";"1.99";"2.96";"9247.42";"102.75";"1128.16";"371.98";"30.57";"81.01";"4.03";"453.0";"34.6";"91.42";"3.16";"75.11";"7.89";"0.94";"0.23";"20.17"
"Alba Santamaría Coleto";"Alba Santamaria";"1025999";"1996-01-13";"Alhama CF";"5154";"84.03";"14";"0";"26.08";"27.02";"0.83";"0.89";"null";"null";"2.18";"2.71";"8841.84";"98.24";"1070.31";"406.7";"32.44";"76.66";"3.52";"483.36";"35.96";"104.74";"3.9";"88.06";"11.32";"2.45";"0.15";"20.66"
"Patricia Miñano Zapata";"P. Zapata";"1026000";"2005-02-22";"Alhama CF";"5154";"51.19";"2";"0";"26.75";"26.75";"null";"null";"null";"null";"null";"null";"9733.71";"108.15";"1494.38";"540.62";"39.56";"18.46";"5.27";"559.08";"44.83";"107.24";"4.4";"92.3";"11.43";"3.52";"0.0";"34.28"
"Carla Castiñeyras Lopez";"C. Lopez";"1026001";"2008-10-23";"Alhama CF";"5154";"98.6";"16";"0";"26.71";"28.9";"1.0";"null";"null";"null";"2.39";"2.87";"8515.89";"94.62";"856.2";"250.16";"20.82";"51.17";"2.22";"301.34";"23.05";"85.29";"2.34";"72.91";"4.11";"0.29";"0.11";"14.26"
"Vega Montesinos Berasategui";"Vega Montesinos";"1026002";"2003-11-11";"Alhama CF";"5154";"79.22";"9";"0";"27.17";"27.74";"0.69";"0.82";"null";"null";"2.05";"2.83";"9213.88";"102.38";"1088.89";"385.14";"38.25";"97.07";"5.93";"482.21";"44.18";"99.6";"3.66";"79.91";"12.75";"2.02";"0.13";"26.26"
" Marta Gestera Aramburu";" . Aramburu";"1026003";"2002-12-20";"Alhama CF";"5154";"71.37";"12";"0";"26.12";"27.24";"0.84";"0.97";"null";"null";"2.29";"3.17";"9214.0";"102.38";"1294.38";"496.44";"44.66";"72.62";"5.67";"569.06";"50.34";"104.46";"6.2";"84.39";"12.93";"4.1";"0.21";"27.43"
"Yiyi Relea";"Y. Relea";"1026004";"1997-10-06";"Alhama CF";"5154";"83.1";"21";"0";"26.16";"27.42";"0.76";"null";"null";"null";"1.94";"3.03";"9620.75";"106.9";"1421.44";"541.22";"44.97";"91.49";"5.42";"632.72";"50.39";"107.79";"3.66";"89.58";"13.93";"1.5";"0.26";"27.49"
"Lorena Valderas";"Lorena Valderas";"1026005";"1994-02-02";"DUX Logroño";"5155";"73.04";"5";"0";"24.08";"24.08";"null";"null";"null";"null";"null";"3.14";"8759.72";"97.33";"893.84";"270.59";"20.7";"18.24";"0.99";"288.83";"21.69";"92.42";"3.7";"79.6";"6.41";"0.49";"0.0";"15.28"
"Natalia Cebolla Contamina";"Natalia";"1026007";"1999-01-06";"DUX Logroño";"5155";"97.07";"7";"0";"24.74";"25.02";"null";"null";"null";"null";"2.23";"2.77";"8727.58";"96.97";"890.37";"238.29";"16.82";"14.31";"0.93";"252.6";"17.75";"84.64";"1.32";"71.66";"3.97";"0.0";"0.0";"13.38"
"Sandra Perera García";"Sandra Perera";"1026008";"2001-04-11";"DUX Logroño";"5155";"89.0";"4";"0";"24.57";"24.57";"null";"null";"null";"null";"null";"null";"8713.47";"96.82";"873.5";"205.8";"17.95";"11.63";"0.76";"217.43";"18.71";"87.48";"2.78";"75.59";"5.06";"0.0";"0.0";"9.86"
"Justina Morcillo";"J. Morcillo";"1026009";"2000-08-09";"DUX Logroño";"5155";"88.62";"13";"0";"24.22";"25.56";"0.82";"1.31";"null";"null";"2.42";"2.81";"9618.67";"106.87";"1175.16";"245.0";"23.05";"20.16";"1.33";"265.16";"24.38";"104.22";"2.58";"87.27";"5.86";"0.86";"0.0";"21.56"
"Isabel Corte Peláez";"Isina Corte";"1026010";"1996-02-14";"DUX Logroño";"5155";"98.94";"22";"0";"26.43";"27.68";"0.74";"0.92";"1.89";"null";"1.97";"2.8";"9006.49";"100.07";"1085.07";"377.25";"34.98";"76.7";"4.22";"453.95";"39.2";"90.34";"1.86";"77.44";"6.7";"0.79";"0.29";"21.71"
"Marta  Masferrer Cruz";"Marta Masferrer";"1026011";"2001-01-01";"DUX Logroño";"5155";"100.58";"22";"0";"25.86";"27.52";"0.82";"0.99";"null";"null";"2.16";"2.85";"8732.02";"97.02";"929.16";"245.25";"22.29";"39.09";"2.48";"284.34";"24.77";"92.16";"1.79";"76.22";"4.56";"0.89";"0.08";"13.99"
"Iria  Castro Gomez";" Iria Castro";"1026012";"2002-01-02";"DUX Logroño";"5155";"90.04";"14";"0";"24.28";"25.28";"null";"null";"null";"null";"2.35";"3.07";"8711.44";"96.79";"843.91";"222.11";"18.78";"17.06";"1.07";"239.18";"19.85";"91.53";"2.07";"81.82";"4.71";"0.29";"0.0";"11.28"
"Laura Martínez  del Campo";"Laura Martínez";"1026013";"2003-09-14";"DUX Logroño";"5155";"62.33";"7";"0";"24.0";"24.74";"null";"null";"null";"null";"2.42";"3.06";"9900.58";"110.01";"1267.85";"261.78";"20.84";"16.09";"1.24";"277.87";"22.07";"91.59";"1.44";"80.04";"4.13";"0.21";"0.0";"21.45"
"Andrea Colomina Marina";"Andrea Colomina";"1026014";"2005-12-02";"DUX Logroño";"5155";"92.98";"8";"0";"23.44";"24.12";"null";"null";"null";"null";"2.62";"null";"8679.37";"96.44";"747.01";"157.77";"13.43";"8.23";"0.24";"166.0";"13.67";"84.94";"1.45";"75.5";"2.9";"0.0";"0.0";"10.04"
"Ainhoa Doménech Cedrés";"A. Cedrés";"1028275";"null";"Reial Club Deportiu Espanyol";"4041";"61.27";"1";"0";"23.9";"23.9";"null";"null";"null";"null";"null";"null";"9523.45";"105.82";"1502.77";"324.65";"33.79";"8.81";"1.47";"333.46";"35.26";"118.99";"5.88";"102.83";"11.75";"2.94";"0.0";"39.66"
"Vera Molina";"V. Molina";"1028276";"2009-04-24";"Granada CF, Women";"4071";"80.43";"1";"0";"24.4";"24.4";"null";"null";"null";"null";"null";"null";"10486.7";"116.52";"1585.54";"419.6";"35.81";"13.43";"0.0";"433.03";"35.81";"95.11";"2.24";"77.21";"6.71";"0.0";"0.0";"36.92"
"Berta  Doltra Bufill";"B. Doltra Bufill";"1028277";"2004-01-14";"FC Levante Las Planas Badalona";"4040";"83.78";"1";"0";"24.7";"24.7";"null";"null";"null";"null";"null";"null";"9035.09";"100.39";"1043.05";"336.22";"27.93";"13.96";"1.07";"350.19";"29.0";"102.05";"3.22";"90.23";"12.89";"0.0";"0.0";"15.04"
"Elena Valej Montañés";"Elena Valej";"1029070";"2002-04-17";"SD Eibar, Women";"2024";"66.17";"2";"0";"23.0";"23.0";"null";"null";"null";"null";"null";"null";"10231.44";"113.68";"1305.11";"191.79";"17.0";"5.44";"2.04";"197.23";"19.04";"99.29";"0.68";"96.57";"8.16";"0.0";"0.0";"20.4"
"Ariadna Doménech Cedrés";"A. Cedrés";"1029805";"null";"Reial Club Deportiu Espanyol";"4041";"90.72";"6";"0";"25.95";"26.2";"0.81";"null";"null";"null";"2.21";"2.89";"9736.2";"108.18";"1376.45";"377.14";"35.05";"49.77";"3.47";"426.91";"38.52";"114.91";"3.97";"97.05";"11.74";"1.98";"0.0";"28.77"
"Daniela Castellanos";"D. Castellanos";"1030027";"null";"Levante UD, Women";"2003";"52.78";"2";"0";"23.9";"23.9";"null";"null";"null";"null";"null";"null";"9499.87";"105.55";"1218.28";"260.88";"22.17";"3.41";"2.56";"264.29";"24.72";"94.63";"2.56";"82.7";"6.82";"0.0";"0.0";"20.46"
"Pierina Nunez Cordero";"Pierina Nunez";"1030029";"2000-03-13";"Levante UD, Women";"2003";"85.09";"3";"0";"25.9";"25.9";"null";"null";"null";"null";"2.28";"null";"9266.76";"102.96";"1071.75";"375.82";"32.79";"50.77";"3.88";"426.58";"36.67";"92.72";"5.29";"77.91";"5.64";"3.53";"2.82";"22.92"
"Natalia  Peñalvo Martin";"N. Peñalvo Martin";"1031327";"2006-11-23";"Atlético Madrid, Women";"2000";"79.81";"5";"0";"25.18";"25.18";"null";"null";"null";"null";"2.17";"3.04";"9539.53";"105.99";"1091.55";"340.54";"26.16";"45.56";"2.48";"386.1";"28.64";"106.0";"1.8";"87.05";"6.54";"0.45";"0.0";"24.36"
"Iris Ashley Santiago";"I. Santiago";"1031776";"2007-11-09";"Real Madrid, Women";"2016";"78.31";"7";"0";"25.19";"25.58";"0.99";"null";"null";"null";"2.11";"null";"8998.52";"99.98";"1170.17";"463.83";"39.73";"36.12";"2.13";"499.95";"41.87";"93.59";"4.1";"81.44";"12.81";"2.63";"0.0";"25.29"
"Martine Trollsås Fenger";"M. Fenger";"1033195";"2006-10-09";"FC Barcelona, Women";"1995";"86.61";"3";"0";"26.27";"26.27";"0.9";"null";"null";"null";"2.17";"null";"9558.94";"106.21";"1205.73";"446.82";"43.3";"55.77";"6.23";"502.59";"49.53";"110.84";"5.54";"91.79";"11.43";"3.46";"0.35";"37.75"
"Adela  Rico";"A. Rico";"1034678";"2001-07-19";"SD Eibar, Women";"2024";"98.43";"14";"0";"23.51";"24.74";"null";"null";"null";"null";"2.28";"3.03";"9288.7";"103.21";"1027.15";"171.38";"14.96";"12.87";"0.59";"184.24";"15.54";"89.48";"0.91";"81.31";"3.98";"0.13";"0.0";"13.91"
"Claudia García del Peso";"Claudia García";"1035701";"2006-11-11";"Madrid CF, Women";"2011";"51.67";"2";"0";"26.0";"26.0";"null";"null";"null";"null";"null";"null";"9254.03";"102.82";"1178.42";"439.84";"36.58";"77.52";"3.48";"517.35";"40.06";"90.58";"4.35";"81.0";"8.71";"3.48";"0.0";"16.55"
"Ainhoa Marin Martin";"Ainhoa Marin";"1060032";"2001-03-21";"Real Club Deportivo de La Coruña";"4039";"107.0";"1";"0";"27.6";"27.6";"null";"null";"null";"null";"null";"null";"9099.25";"101.1";"1240.65";"632.52";"58.04";"238.04";"10.09";"870.56";"68.13";"106.82";"5.05";"90.0";"13.46";"3.36";"1.68";"46.26"
