"Player";"Short Name";"Player ID";"Birthdate";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Itziar Pinillos  Moreno";"Itziar Pinillos";"953337";"2000-09-21";"101.25";"19";"0";"10288.37";"101.62";"1355.37";"499.84";"39.16";"102.63";"4.95";"602.47";"44.11";"26.52";"27.88";"113.47";"4.05";"100.16";"9.32";"2.0";"0.65";"0.93";"0.89";"1.58";"null";"20.21";"2.08";"2.87";"9145.37";"101.62";"1204.79";"444.31";"34.81";"91.23";"4.4";"535.54";"39.21";"100.87";"3.6";"89.03";"8.28";"1.78";"0.8";"17.97"
"Paula Sánchez Tendero";"Paula Sánchez";"953340";"2000-12-25";"80.41";"7";"0";"9522.0";"118.42";"1475.29";"448.71";"33.57";"51.57";"3.57";"500.29";"37.14";"25.23";"26.1";"87.29";"1.43";"76.57";"6.0";"1.14";"0.91";"null";"0.0";"null";"null";"27.29";"2.14";"3.22";"10657.69";"118.42";"1651.24";"502.23";"37.58";"57.72";"4.0";"559.95";"41.57";"97.7";"1.6";"85.7";"6.72";"1.28";"0.0";"30.54"
"Laura Martínez González";"Laura Martínez";"953342";"1999-01-29";"91.08";"8";"0";"9928.75";"109.01";"1545.5";"388.62";"35.5";"61.25";"3.38";"449.88";"38.88";"25.82";"26.36";"127.88";"3.62";"107.5";"14.38";"0.88";"0.99";"null";"0.5";"1.83";"null";"27.12";"2.23";"2.87";"9811.33";"109.01";"1527.22";"384.03";"35.08";"60.53";"3.34";"444.55";"38.42";"126.36";"3.58";"106.23";"14.21";"0.86";"0.49";"26.8"
"Irina Priscilla Uribe García";"Irina Uribe";"953343";"1998-07-29";"94.41";"10";"0";"9529.5";"100.93";"1247.4";"487.9";"42.0";"110.7";"6.1";"598.6";"48.1";"26.94";"27.8";"105.6";"3.7";"87.0";"10.5";"2.1";"0.71";"0.99";"0.0";"null";"null";"25.3";"1.99";"3.05";"9084.05";"100.93";"1189.09";"465.09";"40.04";"105.53";"5.81";"570.62";"45.85";"100.66";"3.53";"82.93";"10.01";"2.0";"0.0";"24.12"
"Nerea Carmona Balsera";"Nerea Carmona";"953344";"2007-01-19";"100.05";"4";"0";"9324.5";"93.2";"1005.0";"296.25";"24.25";"32.75";"1.5";"329.0";"25.75";"25.02";"25.02";"105.75";"1.25";"84.75";"5.25";"0.25";"null";"null";"0.0";"null";"null";"17.25";"2.45";"null";"8387.86";"93.2";"904.05";"266.49";"21.81";"29.46";"1.35";"295.95";"23.16";"95.13";"1.12";"76.24";"4.72";"0.22";"0.0";"15.52"
"Samara Ortiz Cruz";"S. Ortiz";"953345";"1997-07-16";"100.2";"14";"0";"10419.07";"103.98";"1351.71";"386.36";"33.71";"56.79";"2.93";"443.14";"36.64";"25.48";"26.44";"115.57";"4.36";"100.86";"12.64";"1.93";"0.89";"1.04";"0.21";"null";"null";"23.93";"2.07";"2.88";"9358.56";"103.98";"1214.13";"347.03";"30.28";"51.01";"2.63";"398.04";"32.91";"103.81";"3.91";"90.59";"11.36";"1.73";"0.19";"21.49"
"Raquel García Yagüe";"Raquel García";"953346";"1997-04-22";"98.58";"17";"0";"9377.53";"95.13";"1077.53";"276.71";"23.06";"36.88";"2.12";"313.59";"25.18";"25.45";"26.6";"112.76";"2.82";"90.71";"7.94";"1.41";"0.84";"null";"0.0";"null";"null";"12.94";"2.16";"2.89";"8561.74";"95.13";"983.79";"252.63";"21.05";"33.67";"1.93";"286.31";"22.99";"102.95";"2.58";"82.82";"7.25";"1.29";"0.0";"11.82"
"Paula Gutierrez";"Paola Gutierrez";"953347";"2001-03-02";"90.93";"18";"0";"10095.5";"111.03";"1412.33";"355.67";"27.67";"33.72";"2.33";"389.39";"30.0";"25.09";"26.14";"107.72";"1.56";"92.28";"5.94";"0.67";"0.96";"null";"0.06";"null";"null";"24.11";"1.99";"2.76";"9992.39";"111.03";"1397.91";"352.03";"27.38";"33.38";"2.31";"385.41";"29.69";"106.62";"1.54";"91.34";"5.88";"0.66";"0.05";"23.86"
"Lucía Martínez González";"Lucía Martínez";"953352";"2001-11-27";"88.97";"14";"0";"9293.21";"104.46";"1282.86";"291.14";"25.43";"21.64";"1.0";"312.79";"26.43";"24.76";"25.78";"110.07";"1.71";"92.29";"5.93";"0.64";"0.79";"null";"0.07";"null";"null";"19.86";"2.42";"3.02";"9401.03";"104.46";"1297.74";"294.52";"25.72";"21.89";"1.01";"316.41";"26.74";"111.35";"1.73";"93.36";"6.0";"0.65";"0.07";"20.09"
"Lucía Rivas Moure";"Lucia Rivas";"953353";"2007-08-23";"79.42";"5";"0";"8576.8";"107.99";"1226.8";"510.2";"43.6";"98.4";"5.8";"608.6";"49.4";"26.82";"26.82";"96.8";"4.2";"77.6";"11.4";"3.0";"0.78";"null";"0.0";"null";"null";"25.8";"2.13";"3.07";"9719.37";"107.99";"1390.23";"578.17";"49.41";"111.51";"6.57";"689.68";"55.98";"109.7";"4.76";"87.94";"12.92";"3.4";"0.0";"29.24"
"Paula  Novo";"Paula Novo";"953355";"2005-04-14";"96.56";"10";"0";"9718.8";"100.65";"1014.4";"324.4";"31.1";"71.1";"3.7";"395.5";"34.8";"26.31";"26.86";"96.5";"3.5";"87.4";"8.9";"1.4";"0.86";"0.89";"0.4";"1.82";"null";"22.1";"2.1";"2.85";"9058.85";"100.65";"945.52";"302.37";"28.99";"66.27";"3.45";"368.64";"32.44";"89.95";"3.26";"81.47";"8.3";"1.3";"0.37";"20.6"
"Paula  Monteagudo";"Paula Monteagudo";"953356";"2002-05-09";"88.79";"6";"0";"9208.17";"103.7";"1183.83";"394.83";"30.67";"41.17";"1.5";"436.0";"32.17";"25.55";"25.8";"100.0";"3.83";"89.5";"8.83";"1.5";"0.88";"1.44";"0.17";"null";"null";"17.17";"2.27";"2.93";"9333.19";"103.7";"1199.91";"400.19";"31.08";"41.73";"1.52";"441.92";"32.6";"101.36";"3.89";"90.72";"8.95";"1.52";"0.17";"17.4"
"Henar Muiña";"Henar Muiña";"953357";"1999-10-20";"80.26";"5";"0";"8304.2";"103.46";"993.8";"208.0";"18.8";"32.4";"0.4";"240.4";"19.2";"25.3";"25.3";"79.0";"1.6";"69.8";"3.8";"0.8";"0.95";"null";"0.0";"null";"null";"12.8";"2.43";"3.15";"9311.57";"103.46";"1114.36";"233.23";"21.08";"36.33";"0.45";"269.56";"21.53";"88.58";"1.79";"78.27";"4.26";"0.9";"0.0";"14.35"
"Millene Cabral Vieira";"Millene Cabral";"953358";"1997-11-29";"86.24";"4";"0";"8715.0";"101.05";"930.0";"383.0";"36.5";"71.5";"3.75";"454.5";"40.25";"26.27";"26.27";"84.5";"3.75";"69.0";"9.25";"3.75";"0.87";"null";"0.0";"null";"null";"17.0";"null";"null";"9094.79";"101.05";"970.53";"399.69";"38.09";"74.62";"3.91";"474.31";"42.0";"88.18";"3.91";"72.01";"9.65";"3.91";"0.0";"17.74"
"Ainhoa  Marín";"Ainhoa Marín";"953359";"2001-03-21";"100.99";"20";"0";"9768.45";"96.72";"1150.9";"589.75";"54.7";"154.35";"9.5";"744.1";"64.2";"27.45";"28.82";"106.4";"6.5";"86.2";"19.35";"4.9";"0.66";"0.74";"1.1";"1.49";"1.79";"35.95";"1.95";"2.67";"8705.21";"96.72";"1025.63";"525.56";"48.75";"137.55";"8.47";"663.11";"57.21";"94.82";"5.79";"76.82";"17.24";"4.37";"0.98";"32.04"
"Paula Fernández Jiménez";"Paula Fernández";"953362";"1999-07-01";"94.58";"17";"0";"10511.24";"111.13";"1301.12";"204.65";"17.12";"12.24";"0.71";"216.88";"17.82";"24.12";"25.84";"99.35";"1.71";"88.12";"3.94";"0.18";"null";"null";"0.0";"null";"null";"19.0";"2.25";"3.12";"10002.09";"111.13";"1238.09";"194.73";"16.29";"11.64";"0.67";"206.38";"16.96";"94.54";"1.62";"83.85";"3.75";"0.17";"0.0";"18.08"
"Naia Landaluze Marquínez";"Naia Landaluze";"953364";"2000-09-25";"99.07";"14";"0";"9458.29";"95.47";"984.93";"285.07";"23.86";"35.71";"2.43";"320.79";"26.29";"25.52";"26.76";"100.29";"2.5";"83.0";"5.43";"1.29";"0.74";"null";"0.0";"null";"null";"15.36";"2.25";"3.14";"8592.55";"95.47";"894.78";"258.98";"21.67";"32.45";"2.21";"291.42";"23.88";"91.11";"2.27";"75.4";"4.93";"1.17";"0.0";"13.95"
"Patricia  Ojeda";"Patri Ojeda";"953365";"1991-03-08";"94.45";"10";"0";"9566.9";"101.29";"1101.9";"403.5";"32.9";"88.5";"4.6";"492.0";"37.5";"26.48";"27.2";"105.5";"3.6";"90.9";"8.2";"1.7";"0.83";"null";"0.8";"1.78";"null";"19.5";"2.32";"3.08";"9116.48";"101.29";"1050.02";"384.5";"31.35";"84.33";"4.38";"468.84";"35.73";"100.53";"3.43";"86.62";"7.81";"1.62";"0.76";"18.58"
"Maite Valero Elía";"Maite Valero";"953367";"2003-10-05";"88.1";"15";"0";"9517.2";"108.03";"1300.6";"249.27";"20.2";"10.6";"0.4";"259.87";"20.6";"23.57";"24.06";"103.67";"1.93";"91.87";"6.07";"0.33";"null";"null";"0.0";"null";"null";"25.87";"2.12";"2.97";"9722.82";"108.03";"1328.7";"254.65";"20.64";"10.83";"0.41";"265.48";"21.05";"105.91";"1.98";"93.85";"6.2";"0.34";"0.0";"26.43"
"Barbara Crisbelis Martinez Flores";"B. Martinez Flores";"953370";"2003-04-22";"104.82";"1";"0";"10558.0";"100.73";"1101.0";"346.0";"28.0";"3.0";"0.0";"349.0";"28.0";"24.6";"24.6";"121.0";"4.0";"105.0";"7.0";"0.0";"null";"null";"0.0";"null";"null";"20.0";"null";"null";"9065.54";"100.73";"945.36";"297.09";"24.04";"2.58";"0.0";"299.67";"24.04";"103.9";"3.43";"90.16";"6.01";"0.0";"0.0";"17.17"
"Alba Ruiz Soto";"Alba Ruiz";"953607";"2001-11-11";"83.43";"10";"0";"8766.4";"105.07";"1227.2";"398.2";"35.1";"80.0";"4.3";"478.2";"39.4";"26.82";"27.32";"95.4";"3.3";"85.1";"8.1";"1.7";"0.88";"0.88";"0.0";"null";"null";"24.8";"2.31";"2.9";"9456.36";"105.07";"1323.79";"429.54";"37.86";"86.3";"4.64";"515.84";"42.5";"102.91";"3.56";"91.8";"8.74";"1.83";"0.0";"26.75"
"Mireia  Masegur torrent";"Mireia Masegur";"953608";"2002-08-19";"95.12";"17";"0";"9032.47";"94.96";"992.12";"252.71";"21.35";"31.47";"1.71";"284.18";"23.06";"25.26";"26.26";"94.18";"2.12";"77.41";"5.88";"0.82";"0.88";"null";"0.12";"null";"null";"13.53";"2.12";"2.9";"8546.32";"94.96";"938.72";"239.1";"20.2";"29.78";"1.61";"268.88";"21.82";"89.11";"2.0";"73.25";"5.57";"0.78";"0.11";"12.8"
"Maitane Vilariño Mendinueta";"Maitane Vilariño";"953699";"2002-06-30";"68.02";"1";"0";"7751.0";"113.96";"1102.0";"321.0";"30.0";"60.0";"4.0";"381.0";"34.0";"26.3";"26.3";"81.0";"3.0";"66.0";"2.0";"2.0";"null";"null";"0.0";"null";"null";"16.0";"null";"null";"10256.16";"113.96";"1458.17";"424.75";"39.7";"79.39";"5.29";"504.14";"44.99";"107.18";"3.97";"87.33";"2.65";"2.65";"0.0";"21.17"
"Leles de los Ángeles Carrión Egido";"Leles Carrión";"953700";"1997-02-22";"87.03";"7";"0";"8970.29";"103.07";"1112.0";"248.14";"22.57";"26.86";"1.71";"275.0";"24.29";"25.36";"26.0";"88.71";"2.14";"80.0";"6.29";"1.43";"0.82";"null";"0.0";"null";"null";"17.29";"2.45";"null";"9276.31";"103.07";"1149.94";"256.61";"23.34";"27.77";"1.77";"284.38";"25.11";"91.74";"2.22";"82.73";"6.5";"1.48";"0.0";"17.88"
"Alba Pérez Manrique";"Alba Perez";"953701";"2000-06-18";"99.92";"14";"0";"9581.86";"95.89";"1014.43";"299.0";"23.57";"52.79";"1.93";"351.79";"25.5";"25.99";"27.54";"92.5";"2.5";"77.36";"4.93";"1.5";"0.77";"0.84";"0.0";"null";"null";"13.36";"2.25";"3.32";"8630.45";"95.89";"913.7";"269.31";"21.23";"47.54";"1.74";"316.86";"22.97";"83.32";"2.25";"69.68";"4.44";"1.35";"0.0";"12.03"
"Cristina Postigo Martín";"Cristina Postigo";"953703";"1998-04-27";"92.1";"9";"0";"9414.89";"102.23";"1064.89";"339.11";"26.56";"37.11";"2.0";"376.22";"28.56";"25.56";"26.12";"95.78";"4.0";"88.44";"7.89";"0.89";"0.87";"null";"0.0";"null";"null";"14.11";"2.45";"3.26";"9200.4";"102.23";"1040.63";"331.39";"25.95";"36.27";"1.95";"367.65";"27.91";"93.6";"3.91";"86.43";"7.71";"0.87";"0.0";"13.79"
"Alexia Fernández Díaz";"Alexia Fernández";"953705";"2002-05-28";"93.76";"12";"0";"9420.42";"100.47";"1130.0";"544.42";"47.5";"189.33";"9.25";"733.75";"56.75";"28.07";"28.7";"102.75";"5.58";"87.25";"11.83";"3.75";"0.7";"0.76";"1.17";"1.78";"null";"21.25";"2.36";"2.6";"9042.39";"100.47";"1084.66";"522.57";"45.59";"181.74";"8.88";"704.31";"54.47";"98.63";"5.36";"83.75";"11.36";"3.6";"1.12";"20.4"
"Laura Maria Pérez Martin";"Laura Pérez";"953707";"1998-06-15";"88.89";"14";"0";"9573.0";"107.7";"1353.0";"602.0";"51.0";"132.93";"8.07";"734.93";"59.07";"27.23";"28.04";"105.64";"6.14";"86.5";"15.93";"3.79";"0.65";"0.7";"0.5";"1.55";"null";"29.43";"1.83";"2.86";"9693.01";"107.7";"1369.96";"609.55";"51.64";"134.59";"8.17";"744.14";"59.81";"106.97";"6.22";"87.58";"16.13";"3.83";"0.51";"29.8"
"Laura Requena Sánchez";"Lauri Requena";"953708";"1990-05-25";"99.08";"14";"0";"11136.57";"112.4";"1526.21";"539.29";"43.64";"64.07";"4.71";"603.36";"48.36";"26.01";"26.88";"109.07";"2.79";"96.64";"11.36";"1.21";"0.81";"1.17";"0.0";"null";"null";"28.64";"2.23";"2.88";"10116.13";"112.4";"1386.37";"489.87";"39.64";"58.2";"4.28";"548.07";"43.93";"99.08";"2.53";"87.79";"10.32";"1.1";"0.0";"26.02"
"Amaia Iribarren";"Amaia Iribarren";"953711";"2003-06-06";"80.61";"12";"0";"8863.25";"109.95";"1232.0";"330.92";"29.17";"22.92";"1.75";"353.83";"30.92";"24.59";"25.32";"97.83";"1.25";"91.42";"8.0";"0.67";"1.05";"null";"0.0";"null";"null";"28.33";"1.93";"2.68";"9895.74";"109.95";"1375.52";"369.47";"32.56";"25.59";"1.95";"395.05";"34.52";"109.23";"1.4";"102.07";"8.93";"0.74";"0.0";"31.63"
"Jujuba Cardozo";"Jujuba Cardozo";"953712";"1991-09-06";"101.19";"13";"0";"9227.85";"91.19";"900.08";"282.69";"25.08";"54.77";"3.38";"337.46";"28.46";"27.19";"28.36";"101.92";"3.15";"84.15";"7.38";"1.92";"0.68";"0.77";"0.0";"null";"null";"13.23";"1.9";"3.1";"8207.41";"91.19";"800.54";"251.43";"22.3";"48.71";"3.01";"300.14";"25.31";"90.65";"2.81";"74.85";"6.57";"1.71";"0.0";"11.77"
"Clara  Rodríguez";"Clara Rodríguez";"953713";"2003-02-12";"89.21";"3";"0";"9759.0";"109.4";"1349.33";"538.33";"36.0";"75.67";"4.0";"614.0";"40.0";"25.63";"25.63";"96.0";"6.0";"79.67";"12.0";"4.0";"0.88";"null";"1.0";"null";"null";"22.0";"2.45";"3.08";"9845.91";"109.4";"1361.35";"543.13";"36.32";"76.34";"4.04";"619.47";"40.36";"96.85";"6.05";"80.38";"12.11";"4.04";"1.01";"22.2"
"Isa  Álvarez";"Isabel Álvarez";"953714";"1999-06-12";"103.87";"17";"0";"10090.41";"97.14";"1116.47";"333.88";"24.41";"41.41";"1.59";"375.29";"26.0";"24.81";"25.96";"103.29";"2.94";"92.12";"4.59";"0.65";"0.87";"null";"0.18";"null";"null";"11.24";"2.31";"2.88";"8742.8";"97.14";"967.36";"289.29";"21.15";"35.88";"1.38";"325.17";"22.53";"89.5";"2.55";"79.82";"3.98";"0.56";"0.15";"9.73"
"Andrea  Gómez";"Andrea Gomez";"953715";"2003-05-14";"88.66";"9";"0";"10641.44";"120.03";"1743.89";"666.67";"51.67";"54.56";"4.67";"721.22";"56.33";"25.51";"26.08";"114.22";"4.0";"94.56";"11.33";"2.56";"0.81";"0.95";"0.0";"null";"null";"34.11";"2.17";"2.8";"10802.59";"120.03";"1770.3";"676.76";"52.45";"55.38";"4.74";"732.14";"57.19";"115.95";"4.06";"95.99";"11.5";"2.59";"0.0";"34.63"
"Edna Imade";"E. Imade";"953716";"2000-10-05";"102.77";"5";"0";"9843.8";"95.78";"1227.8";"475.4";"44.4";"122.4";"7.6";"597.8";"52.0";"27.42";"27.42";"111.0";"7.6";"98.6";"15.4";"4.2";"0.8";"0.86";"1.4";"1.6";"null";"26.6";"2.28";"null";"8620.63";"95.78";"1075.24";"416.33";"38.88";"107.19";"6.66";"523.52";"45.54";"97.21";"6.66";"86.35";"13.49";"3.68";"1.23";"23.29"
"Merle Barth";"M. Barth";"953745";"1994-04-21";"100.99";"16";"0";"9720.25";"96.25";"1077.75";"302.81";"25.75";"35.31";"2.25";"338.12";"28.0";"25.41";"26.96";"103.12";"2.5";"85.62";"4.88";"1.31";"0.9";"null";"0.38";"2.34";"null";"15.31";"2.23";"2.97";"8662.06";"96.25";"960.42";"269.85";"22.95";"31.47";"2.01";"301.32";"24.95";"91.9";"2.23";"76.3";"4.34";"1.17";"0.33";"13.65"
"Rosa Otermin Abella";"Rosa Otermin";"953746";"2000-10-02";"73.13";"4";"0";"7741.75";"105.86";"1065.75";"355.25";"33.0";"70.0";"3.25";"425.25";"36.25";"26.38";"26.38";"87.75";"4.25";"76.0";"9.0";"1.5";"null";"null";"0.0";"null";"null";"18.5";"2.08";"null";"9527.22";"105.86";"1311.54";"437.18";"40.61";"86.14";"4.0";"523.32";"44.61";"107.99";"5.23";"93.53";"11.08";"1.85";"0.0";"22.77"
"Xenia Perez Almiñana";"Xenia Perez";"953748";"2001-10-28";"103.4";"11";"0";"10356.18";"100.16";"1231.27";"402.45";"33.64";"48.91";"3.45";"451.36";"37.09";"25.9";"26.58";"113.91";"2.82";"97.09";"5.09";"1.0";"0.81";"null";"0.0";"null";"null";"15.0";"2.09";"3.24";"9013.95";"100.16";"1071.69";"350.29";"29.28";"42.57";"3.01";"392.86";"32.28";"99.15";"2.45";"84.51";"4.43";"0.87";"0.0";"13.06"
"Ines Rizo";"I. Rizo";"953783";"2004-11-12";"67.17";"1";"0";"7690.0";"114.49";"1235.0";"307.0";"24.0";"62.0";"3.0";"369.0";"27.0";"24.1";"24.1";"87.0";"3.0";"59.0";"5.0";"2.0";"null";"null";"0.0";"null";"null";"26.0";"null";"null";"10304.22";"114.49";"1654.84";"411.36";"32.16";"83.08";"4.02";"494.44";"36.18";"116.58";"4.02";"79.06";"6.7";"2.68";"0.0";"34.84"
"Fatou Dembele";"F. Dembele";"954047";"2000-11-30";"97.91";"11";"0";"9263.55";"94.61";"873.36";"295.55";"27.73";"56.64";"3.82";"352.18";"31.55";"27.48";"28.76";"91.55";"2.64";"76.82";"5.73";"1.0";"0.97";"null";"0.36";"null";"null";"17.27";"2.15";"3.24";"8514.84";"94.61";"802.78";"271.66";"25.49";"52.06";"3.51";"323.72";"29.0";"84.15";"2.42";"70.61";"5.26";"0.92";"0.33";"15.88"
"Zoe Matthews";"Z. Matthews";"958272";"2007-05-25";"87.32";"5";"0";"8399.2";"96.19";"960.6";"249.0";"19.8";"19.8";"1.0";"268.8";"20.8";"24.38";"24.38";"89.8";"1.8";"77.8";"4.6";"0.6";"null";"null";"0.0";"null";"null";"12.6";"2.41";"null";"8656.66";"96.19";"990.04";"256.63";"20.41";"20.41";"1.03";"277.04";"21.44";"92.55";"1.86";"80.18";"4.74";"0.62";"0.0";"12.99"
"Carla Juliá Martínez";"Carla Juliá";"969835";"2006-12-14";"90.77";"6";"0";"9403.67";"103.6";"1135.33";"435.17";"39.17";"90.33";"6.33";"525.5";"45.5";"26.8";"27.04";"107.0";"4.33";"88.33";"11.33";"3.17";"1.01";"null";"1.17";"null";"null";"23.83";"2.03";"3.16";"9323.67";"103.6";"1125.67";"431.46";"38.83";"89.56";"6.28";"521.03";"45.11";"106.09";"4.3";"87.58";"11.24";"3.14";"1.16";"23.63"
"Sonya Camila  Keefe Navarro";"Sonya Keefe";"978182";"2003-04-11";"89.64";"13";"0";"9613.54";"107.25";"1266.54";"495.0";"43.0";"67.77";"5.15";"562.77";"48.15";"26.38";"27.3";"97.15";"5.15";"80.77";"9.15";"2.38";"0.84";"null";"0.31";"null";"null";"28.77";"1.94";"2.88";"9652.17";"107.25";"1271.63";"496.99";"43.17";"68.04";"5.17";"565.03";"48.35";"97.54";"5.17";"81.09";"9.19";"2.39";"0.31";"28.88"
"Manoly Baquerizo Córdova";"M. Baquerizo";"980853";"1998-12-15";"100.22";"11";"0";"10369.45";"103.47";"1308.73";"516.18";"43.55";"95.82";"6.18";"612.0";"49.73";"26.69";"27.38";"118.64";"5.0";"104.36";"12.45";"2.91";"0.72";"1.0";"0.45";"1.87";"null";"24.27";"2.05";"2.74";"9312.19";"103.47";"1175.29";"463.55";"39.11";"86.05";"5.55";"549.6";"44.66";"106.54";"4.49";"93.72";"11.18";"2.61";"0.41";"21.8"
"Encarnación Jiménez Navarro";"Encarni Jiménez";"981680";"2001-08-30";"91.11";"13";"0";"9882.69";"108.47";"1615.23";"337.62";"24.46";"21.46";"1.0";"359.08";"25.46";"23.95";"25.02";"119.77";"1.77";"104.92";"7.69";"0.54";"1.05";"null";"0.0";"null";"null";"25.15";"2.17";"2.82";"9762.13";"108.47";"1595.53";"333.5";"24.16";"21.2";"0.99";"354.7";"25.15";"118.31";"1.75";"103.64";"7.6";"0.53";"0.0";"24.85"
"Sara Martín Díaz";"Sara Martín";"981803";"2004-10-06";"91.75";"16";"0";"9784.69";"106.65";"1230.62";"440.31";"41.62";"79.19";"5.56";"519.5";"47.19";"26.32";"27.26";"89.25";"3.56";"71.94";"8.0";"2.44";"0.69";"0.74";"0.06";"null";"null";"37.25";"2.08";"2.72";"9598.28";"106.65";"1207.18";"431.92";"40.83";"77.68";"5.46";"509.6";"46.29";"87.55";"3.49";"70.57";"7.85";"2.39";"0.06";"36.54"
"Celia Gómez García Quijada";"Celia Gómez";"985736";"2008-09-29";"105.95";"1";"0";"10588.0";"99.93";"985.0";"447.0";"37.0";"54.0";"4.0";"501.0";"41.0";"25.6";"25.6";"115.0";"3.0";"83.0";"14.0";"0.0";"null";"null";"0.0";"null";"null";"24.0";"null";"null";"8994.05";"99.93";"836.72";"379.71";"31.43";"45.87";"3.4";"425.58";"34.83";"97.69";"2.55";"70.5";"11.89";"0.0";"0.0";"20.39"
"Julia Torres Echevarría";"Julia Torres";"985742";"2009-01-15";"67.78";"2";"0";"7641.5";"112.75";"1080.5";"489.0";"35.5";"68.5";"5.0";"557.5";"40.5";"26.55";"26.55";"88.5";"4.0";"73.0";"7.5";"1.0";"null";"null";"0.0";"null";"null";"20.5";"null";"null";"10147.33";"112.75";"1434.82";"649.35";"47.14";"90.96";"6.64";"740.32";"53.78";"117.52";"5.31";"96.94";"9.96";"1.33";"0.0";"27.22"
"Irune Dorado Alosete";"I. Dorado";"985789";"2008-03-22";"94.95";"6";"0";"10340.83";"108.91";"1097.67";"196.33";"18.17";"5.67";"0.33";"202.0";"18.5";"23.85";"24.08";"109.0";"1.67";"94.67";"4.67";"0.67";"0.9";"null";"0.0";"null";"null";"22.0";"2.21";"3.18";"9801.45";"108.91";"1040.41";"186.09";"17.22";"5.37";"0.32";"191.46";"17.54";"103.31";"1.58";"89.73";"4.42";"0.63";"0.0";"20.85"
"Elene Gurtubay";"E. Gurtubay";"985791";"2007-10-03";"74.47";"3";"0";"8948.33";"120.17";"1431.0";"286.33";"24.33";"20.67";"2.0";"307.0";"26.33";"25.07";"25.07";"89.67";"1.33";"83.67";"3.33";"0.67";"null";"null";"0.67";"null";"null";"29.0";"null";"null";"10814.91";"120.17";"1729.5";"346.06";"29.41";"24.98";"2.42";"371.04";"31.83";"108.37";"1.61";"101.12";"4.03";"0.81";"0.81";"35.05"
"Sintia Vanesa Cabezas Vanegas";"S. Cabezas Vanegas";"985977";"2006-05-01";"84.21";"4";"0";"8990.0";"106.76";"1233.25";"570.0";"48.75";"117.75";"6.5";"687.75";"55.25";"27.88";"27.88";"102.75";"4.75";"81.75";"16.0";"3.0";"0.95";"1.18";"0.5";"null";"null";"43.0";"2.33";"2.81";"9608.31";"106.76";"1318.07";"609.2";"52.1";"125.85";"6.95";"735.05";"59.05";"109.82";"5.08";"87.37";"17.1";"3.21";"0.53";"45.96"
"Alimata Bélem";"A. Bélem";"989387";"2004-09-02";"100.33";"21";"0";"9992.33";"99.59";"1105.62";"327.57";"31.67";"64.9";"4.81";"392.48";"36.48";"26.82";"28.94";"103.19";"2.95";"89.0";"7.67";"1.52";"0.73";"0.78";"0.43";"1.56";"2.01";"23.0";"2.13";"2.67";"8963.36";"99.59";"991.77";"293.84";"28.41";"58.22";"4.31";"352.06";"32.72";"92.56";"2.65";"79.84";"6.88";"1.37";"0.38";"20.63"
"Marta López de Guereñu Arriaga";"M. López de Guereñu Arriaga";"997943";"2003-01-28";"67.1";"2";"0";"6598.0";"98.33";"724.5";"303.0";"25.0";"28.0";"3.0";"331.0";"28.0";"25.25";"25.25";"79.0";"2.5";"69.0";"6.5";"0.5";"null";"null";"0.0";"null";"null";"16.5";"null";"null";"8849.78";"98.33";"971.76";"406.41";"33.53";"37.56";"4.02";"443.96";"37.56";"105.96";"3.35";"92.55";"8.72";"0.67";"0.0";"22.13"
"Opa Clement Tukumbuke";"O. Tukumbuke";"999846";"2001-02-14";"74.9";"5";"0";"7704.8";"102.87";"971.8";"257.4";"25.0";"50.2";"3.0";"307.6";"28.0";"25.08";"25.08";"85.6";"5.0";"70.4";"10.8";"1.2";"null";"null";"0.4";"null";"null";"19.6";"2.48";"3.3";"9258.52";"102.87";"1167.77";"309.31";"30.04";"60.32";"3.6";"369.63";"33.65";"102.86";"6.01";"84.6";"12.98";"1.44";"0.48";"23.55"
"Salome Prat";"S. Prat";"1001274";"2002-01-17";"91.6";"7";"0";"10010.57";"109.29";"1380.14";"503.43";"44.0";"115.57";"7.71";"619.0";"51.71";"26.91";"27.32";"117.71";"3.86";"93.43";"13.29";"2.14";"0.95";"null";"0.14";"null";"null";"27.29";"2.21";"3.06";"9835.97";"109.29";"1356.07";"494.65";"43.23";"113.56";"7.58";"608.2";"50.81";"115.66";"3.79";"91.8";"13.05";"2.11";"0.14";"26.81"
